Muestreo,Fecha,Hora,Fecha,ZT,Notas,Promedio,CTL1,CTL2,CTL3,CTL4,CTL5,CTL6,CTL7,CTL8,APS1,APS2,APS3,APS4,APS5,APS6,APS7,APS8,RPS2,RPS3,RPS4,RPS5,RPS6,RPS7,RPS8,,,,,,,,
1008,,,17/02/2022 12:25,23.5,,,38.125,37.625,37.5,38.125,38.75,37.25,37.5,38.625,37.625,38.875,36.875,38.625,38.125,38.875,38.25,38,37.875,38.125,37.75,37.875,37.875,37.5,38.375,,,,,,,,
1009,,,17/02/2022 12:55,0,,,38,38.625,38.5,38.125,38.125,38.125,38.875,38.25,37.375,38.125,37.875,37.75,37.125,37.375,37.375,37.75,38,38.25,37.5,38,37.125,37,38.625,,,,,,,,
1010,,,17/02/2022 13:25,0.5,,,37.75,37.75,38.25,37.75,37.875,37.75,38.125,38,37.25,37.375,37.125,37.625,37.25,37.25,38.25,37.375,37.5,38.375,37.375,39,38.125,37.375,38.625,,,,,,,,
1011,,,17/02/2022 13:55,1,,,37.5,37.375,36.625,36.375,37.75,37.375,37.875,37.875,37.375,37.5,36.625,37.25,36.875,37.25,37.875,37,37.375,38.625,37.375,38.25,37.75,37.25,38,,,,,,,,
1012,,,17/02/2022 14:25,1.5,,,37.375,37.625,37.625,36.875,37.625,37,37.375,37.75,37.375,37.125,36.75,37.25,36.75,37.125,37.875,36.875,38.25,38.25,37.625,37.75,37.5,36.875,37.875,,,,,,,,
1013,,,17/02/2022 14:55,2,,,37.25,37.625,37.625,37.375,37.625,37,37,37.875,37.375,37.125,36.75,37,36.75,36.625,37.625,37.375,38.125,38.75,37.625,38.625,37.875,37.75,38.5,,,,,,,,
1014,,,17/02/2022 15:25,2.5,,,37.25,37.625,37.5,37.25,37.625,37.125,37,37.75,37.5,37.5,37.5,37.25,37,37.375,37.375,37.375,38,38.375,38.125,38.25,37.75,37.25,38.25,,,,,,,,
1015,,,17/02/2022 15:55,3,,,37.375,37.625,37.5,37.125,37.75,37.125,37.25,37.625,37.625,37.375,36.875,36.875,37.875,36.75,37.25,36.75,37.25,38.375,37.25,37.625,37.25,37.375,37.625,,,,,,,,
1016,,,17/02/2022 16:25,3.5,,,37.375,37.75,37.75,37.625,37.75,37.125,37.375,37.625,37.375,36.875,36.75,36.625,37.5,37,37.25,37.375,37.625,38.375,37.25,37.75,37.125,37.25,37.875,,,,,,,,
1017,,,17/02/2022 16:55,4,,,37.375,38.75,37.375,38,37.625,37.125,37.5,38.375,37.375,37.375,36.5,36.625,37,37.25,37.25,37.375,37.75,38.125,37.375,37.25,37.375,37,37.875,,,,,,,,
1018,,,17/02/2022 17:25,4.5,,,37.25,38.25,36.875,37.75,37.5,37.25,37.25,37.75,36.875,37.125,36.625,36.75,37,37,38,37.5,37.75,38,37.625,37.625,37.375,37,37.75,,,,,,,,
1019,,,17/02/2022 17:55,5,,,37.25,37.875,37,37.25,37.375,37.125,36.875,37.5,37.25,37.125,36.75,36.75,37,37.125,38,37.25,38,37.75,37.75,37.625,37.125,37.25,37.75,,,,,,,,
1020,,,17/02/2022 18:25,5.5,,,37,37.625,37,36.625,37.625,37.125,37.375,37.5,37.5,37.125,36.875,37.5,38.5,37,37.75,36.625,38,38,38.5,37.75,37,37.375,37.875,,,,,,,,
1021,,,17/02/2022 18:55,6,,,37.125,37.5,37.125,37.125,37.5,37.25,37.375,37.375,37.375,37.25,36.375,36.75,37.25,37.25,37.75,37,37.875,38,37.75,37.875,37.5,37.25,37.75,,,,,,,,
1022,,,17/02/2022 19:25,6.5,,,37.125,37.5,37,36.375,37.5,37,37.25,37.75,37.375,37.125,36.5,37.25,37.125,36.75,37.75,37.25,37.5,38.375,37.875,37.75,37.375,37.25,37.625,,,,,,,,
1023,,,17/02/2022 19:55,7,,,37.125,37.375,37.25,37.375,37.375,37,36.625,37.75,37.5,37.75,36.375,37,37.25,36.875,37.75,37,38.125,38.125,37.5,37.875,37.125,37.375,37.875,,,,,,,,
1024,,,17/02/2022 20:25,7.5,,,37.25,37.5,36.875,37.5,37.5,37,36.75,37.75,37.375,37.125,36.75,36.875,36.875,37.125,37.875,37,38,37.875,37.5,37.75,36.75,37.125,38,,,,,,,,
1025,,,17/02/2022 20:55,8,,,37.25,37.875,37.625,37.125,37.25,37.375,37,37.75,37.375,37.25,36.625,36.625,37.375,37,37.75,37.125,37.625,37.875,37.875,37.75,37,37.125,37.5,,,,,,,,
1026,,,17/02/2022 21:25,8.5,,,37.375,37.375,37.25,37.375,37.5,37,36.375,37.75,37.5,37.375,37,36.875,37.25,36.75,37.5,37.125,37.625,37.75,37.5,39,37.375,37.25,37.625,,,,,,,,
1027,,,17/02/2022 21:55,9,,,37.375,37.75,37.5,37.625,37.625,37.125,36.625,37.75,37.375,37.375,37,36.625,37,37.5,37.75,36.75,37.625,38,37.625,38,37.375,37.125,37.875,,,,,,,,
1028,,,17/02/2022 22:25,9.5,,,37.375,37.75,37.375,37.625,37.5,39,36.875,37.125,37.875,37.5,36.75,36.625,36.625,37.875,37.625,37,38,37.875,37.625,37.75,37.375,37,37.375,,,,,,,,
1029,,,17/02/2022 22:55,10,,,37.5,37.75,37.625,38.25,37.375,38.5,37,37.5,37.875,37.25,36.625,36.625,37.25,37,37.375,37.625,37.625,37.75,37.125,37.875,37.375,36.75,37.5,,,,,,,,
1030,,,17/02/2022 23:25,10.5,,,37.375,38,37.75,36.5,37.375,37.625,36.375,37.5,37.875,37.375,36.75,36.75,36.75,37.625,37,37.375,37.5,37.875,37.5,37.75,37.5,36.375,37.75,,,,,,,,
1031,,,17/02/2022 23:55,11,,,37.375,38.125,37.375,37.125,37.75,37.125,37.125,37.875,37.625,37.375,36.875,37.875,36.625,37.625,37.625,37.25,37.25,37.75,37.875,37.875,37.25,37.25,37.75,,,,,,,,
1032,,,18/02/2022 00:25,11.5,,,37.5,38,37.25,37.625,37.75,36.875,37.375,38.875,38.125,37.5,37.125,37.5,37.375,37.375,37.375,37.125,37.375,37.75,37.875,37.75,37.125,37.5,37.75,,,,,,,,
1033,,,18/02/2022 00:55,12,,,37.375,37.625,37.375,37.25,37.625,37.375,37.25,38.125,38.125,38.25,38.125,37.25,36.875,38.75,37.375,38.375,38.5,37.625,37.75,37.375,37,38.375,38,,,,,,,,
1034,,,18/02/2022 01:25,12.5,,,38.625,37.625,37.75,37.875,38.75,38.625,36.875,38,38.75,37.875,38.5,37.625,38.125,39.125,37.625,38.875,38.125,37.875,38.5,37.875,37,38.125,37.875,,,,,,,,
1035,,,18/02/2022 01:55,13,,,38.375,38.125,37.625,38.375,37.5,39.125,37.5,37.75,38.75,37.5,37.625,37.125,37.625,38,37.375,37.625,37.75,37.875,38.625,37.625,37.125,37.5,37.75,,,,,,,,
1036,,,18/02/2022 02:25,13.5,,,38.25,39,38,37.875,38.25,37.875,37.875,37.75,38.75,37.625,37.5,37.125,37.375,38.125,37.25,38,37.625,38.5,38.125,37.875,36.875,37.625,38.25,,,,,,,,
1037,,,18/02/2022 02:55,14,,,38.125,38,38,37.25,38.75,38.125,38.125,38.375,38.5,38.125,37.625,38.375,37.5,38,37.625,38.125,37.75,38.5,38.75,37.75,38.125,37.375,38.125,,,,,,,,
1038,,,18/02/2022 03:25,14.5,,,39,38.125,37.75,37.125,38.125,38.625,37.875,38,38.375,38.125,38.5,39.5,37.125,38.75,38.375,37.375,38,38,38.375,37.875,37.125,38.375,37.75,,,,,,,,
1039,,,18/02/2022 03:55,15,,,39.25,38.75,38.125,38.625,38.125,38.375,37.5,37.875,38.25,39.125,38.875,38.375,38,38.25,37.875,37,38.125,38.125,37.5,38.5,37.625,37.5,37.75,,,,,,,,
1040,,,18/02/2022 04:25,15.5,,,38.5,38.25,38.625,37.75,38.5,38.25,37.375,37.25,38.5,38.25,39,38,38.125,37.75,37.5,37,38.875,38.875,38.75,38.125,38.375,37.75,38.25,,,,,,,,
1041,,,18/02/2022 04:55,16,,,38.625,38.125,38.5,38.5,38.75,38.875,38,38.25,38.875,38.5,38.625,38.125,38.5,38.625,38.375,37.5,38.875,38.375,39.125,38.75,37.75,37.75,38.375,,,,,,,,
1042,,,18/02/2022 05:25,16.5,,,38.375,38,38.75,38.25,39.125,38.625,37.875,38.375,38.625,38.5,38.25,39,37.875,38.625,39.25,38.625,37.75,38.125,38.125,39.375,38,38,38.25,,,,,,,,
1043,,,18/02/2022 05:55,17,,,39,39,38.875,38.125,38.5,37.875,37.5,38.25,38.25,37.875,38.25,38.625,38.875,38.5,38.5,38.5,37.5,38.375,37.875,38.125,38,38,38.25,,,,,,,,
1044,,,18/02/2022 06:25,17.5,,,38.5,38.5,39.125,38,37.875,37.875,37.875,38.5,38.125,38.5,38.125,38.5,39.125,38.875,38.25,38.875,37.375,37.75,37.75,37.875,38.25,38,38.125,,,,,,,,
1045,,,18/02/2022 06:55,18,,,38.125,38.25,38.5,38.5,37.5,37.875,38.125,38.375,37.875,38.375,38.375,38.375,38.875,38.375,39,38.25,37.125,37.75,38.75,38.125,38.5,38.125,38.5,,,,,,,,
1046,,,18/02/2022 07:25,18.5,,,38.375,38.5,38.25,37.375,37.5,37.875,37.625,38.25,37.875,38.375,37.875,38.625,38.5,37.625,38.5,37.625,37.75,37.625,38.5,38.75,37.875,37.875,38,,,,,,,,
1047,,,18/02/2022 07:55,19,,,38.375,38.5,38,37.375,37.875,38,36.875,38.375,38,39,37.875,38,37.5,38,38.375,37.375,37.875,37.875,37.75,38.875,37.375,37.625,38.375,,,,,,,,
1048,,,18/02/2022 08:25,19.5,,,38.375,38,38.75,37,38,38.75,37.125,38.625,37.875,38.125,37.875,37.875,37,38,38.25,37.25,38.25,38,37.75,37.75,37.625,37.875,38.5,,,,,,,,
1049,,,18/02/2022 08:55,20,,,38.125,38.5,38.25,37.875,39.125,39.125,37.25,38,38.25,38.125,38.375,37.625,37,37.875,39.125,37.625,38.125,38,37.75,37.625,37.375,38,37.625,,,,,,,,
1050,,,18/02/2022 09:25,20.5,,,38.625,38.875,38.75,37.375,38.75,38.125,37.625,37.5,38.625,38.25,38,38.25,38.375,37.875,39,38.375,37.5,39.125,38,37.625,37.5,38.375,37.875,,,,,,,,
1051,,,18/02/2022 09:55,21,,,38.625,38.875,39.25,38,38.375,38,38.25,38.125,38.125,38.75,37.625,38.5,38.625,38.375,38.125,38.625,37.5,38.625,38.125,37.75,37.625,37.875,38.5,,,,,,,,
1052,,,18/02/2022 10:25,21.5,,,38.25,38.25,38.125,38.875,38.25,37.5,37.875,38.25,38,38.625,38.625,38,38.5,38.875,38,38,38,37.75,38.375,37.875,37.75,37.625,38.875,,,,,,,,
1053,,,18/02/2022 10:55,22,,,38.375,39.125,38,38.125,37.75,37.625,37.625,38.875,37.875,38.5,37.75,38.125,38,39,38.125,37.625,38.75,37.75,38.625,37.875,37.375,37.25,38.625,,,,,,,,
1054,,,18/02/2022 11:25,22.5,,,38.375,39.375,38,37.625,38.375,37.75,37.625,38.375,38.25,38.625,37.375,38,37.375,38.375,38.125,37.125,37.875,38.125,38,37.875,37.25,38.25,38.75,,,,,,,,
1055,,,18/02/2022 11:55,23,,,38,38.875,38.125,37.75,37.625,38.875,38.25,38.5,37.75,38,37.375,38.625,38.625,37.5,38.375,37.75,37.125,38.125,38.5,38,37.375,37.875,38.5,,,,,,,,
1056,,,18/02/2022 12:25,23.5,,,37.875,38.125,39,38.75,38.125,38.375,37.25,38.25,37.625,38.5,37.625,37.875,37.75,37.125,38.5,38.375,37.125,38,38,38.5,37.25,37.75,38,,,,,,,,
1057,,,18/02/2022 12:55,0,,,37.75,38.375,37.875,38.5,38.75,37.875,36.75,37.5,37.25,37.5,37.875,37.875,37.375,38.25,38.125,38.25,37.375,38.375,37.375,38.375,38,37.25,38.75,,,,,,,,
1058,,,18/02/2022 13:25,0.5,,,37.375,38.125,37.625,38.125,37.875,37.75,37.5,37.75,37.5,37.125,37.25,37.625,37.125,37.875,37.75,37.875,37.5,38.75,37.875,38.875,37.5,37.375,38.5,,,,,,,,
1059,,,18/02/2022 13:55,1,,,37.25,37.875,37.75,37.625,37.75,37.875,37.375,37.75,37.5,36.875,37,37.375,37,37.25,37.875,37.125,36.625,39,37.75,37.375,37.375,37.125,38.25,,,,,,,,
1060,,,18/02/2022 14:25,1.5,,,36.75,37.625,37.625,37.375,37.25,37.5,36.875,37.625,37.5,37,36.625,37.375,37.25,36.75,37.5,37,36.875,39,37.75,37.625,37.375,37.25,38.25,,,,,,,,
1061,,,18/02/2022 14:55,2,,,37.25,37.625,38.125,37.375,37.375,37.625,36.75,37.375,37.375,36.625,36.5,37.25,37.125,37.125,37.375,37,37.125,38.5,37.625,37.5,37.125,37.375,38.25,,,,,,,,
1062,,,18/02/2022 15:25,2.5,,,37.125,37.5,37.5,37,37.75,37.375,37,37.75,37.375,37.375,36.625,37.25,38,37,37.375,37,37,38.125,37.375,37.5,37.125,37,38.375,,,,,,,,
1063,,,18/02/2022 15:55,3,,,37,37.625,37.75,37.375,37.625,38.25,36.875,38.375,37.375,37.625,36.375,37.625,37.25,37.25,37.375,37.125,37.5,38.125,37.375,37.875,37.5,37,37.875,,,,,,,,
1064,,,18/02/2022 16:25,3.5,,,37.125,37.625,37.625,36,37.75,37.25,36.875,38.125,37.375,37,37,37.5,37.25,37.125,37.375,37.125,37.375,38.125,37.25,37.625,37.375,37.125,38,,,,,,,,
1065,,,18/02/2022 16:55,4,,,37.125,38.25,37.625,37.125,37.75,37,36.875,37.625,37.5,37.25,36.875,37.125,36.875,37,37.5,37,37.25,38.125,37.5,37.5,37.625,37.125,37.875,,,,,,,,
1066,,,18/02/2022 17:25,4.5,,,37.25,38,37.75,36.75,37.625,37.125,37,37.125,37.25,37.5,37,37.125,37,37.25,37.25,36.875,36.875,38.625,37.25,37.25,37.625,37.125,37.875,,,,,,,,
1067,,,18/02/2022 17:55,5,,,37.125,37.875,37.75,37.25,37.375,37.125,37,37.5,37.375,36.75,36.375,36.875,37.125,37,38,36.75,37.125,38.375,37.375,37.5,37.5,37.125,37.75,,,,,,,,
1068,,,18/02/2022 18:25,5.5,,,37.25,37.5,37.375,37.125,37.5,37,37.375,37.5,37.25,37.25,36.625,36.875,36.75,37.25,37.625,37.25,37.375,38.125,37.625,37.625,37.5,36.875,37.5,,,,,,,,
1069,,,18/02/2022 18:55,6,,,37.25,37.625,37.875,37.5,37.5,37.125,36.75,37.625,37.375,36.875,36.625,36.875,36.25,37.375,37.5,37.25,37.25,38,37.875,37.75,37.375,37.25,37.75,,,,,,,,
1070,,,18/02/2022 19:25,6.5,,,37.125,37.5,38.125,37.75,37.625,37.125,36.75,37.875,37.25,37,36.625,36.875,36.75,37.25,37.875,37.25,37.5,38,37.875,38.25,37.375,37.125,37.5,,,,,,,,
1071,,,18/02/2022 19:55,7,,,37.25,39.5,37.375,36.375,37.625,37.25,37,38.125,37.75,37,36.625,37,37.25,37.375,37,37,37.125,37.875,37.625,37.5,38,37.5,37.375,,,,,,,,
1072,,,18/02/2022 20:25,7.5,,,37.125,38.25,37.625,36.375,37.625,37.25,37.25,38,37.375,37.25,36.875,37.25,37.125,37.125,37.5,37.125,37.5,38.125,37.25,37.5,37.25,37,37.875,,,,,,,,
1073,,,18/02/2022 20:55,8,,,37.125,37.625,37.75,37.125,37.375,37.25,37.25,37.625,37.5,36.875,36.75,37.75,37.25,37.125,37.375,36.625,37.375,38,37.375,37.5,37.5,37.125,37.75,,,,,,,,
1074,,,18/02/2022 21:25,8.5,,,37.375,37.875,37.75,37.375,37.75,37.5,37.25,37.5,37.625,37,37.25,37.5,37,36.875,37.25,37.25,37.75,38.25,37.625,37.5,37.75,37,37.5,,,,,,,,
1075,,,18/02/2022 21:55,9,,,37.375,37.75,37.625,36.25,37.875,37.125,38,37.625,37.625,37.5,36.875,37.375,36.875,37.375,37.25,37.375,37.25,38.125,37.625,37.5,37.5,36.875,37.375,,,,,,,,
1076,,,18/02/2022 22:25,9.5,,,37.625,37.875,37.5,37.75,37.875,38.5,37.5,37.75,38,37.375,36.875,37.125,37.25,37.5,37.625,37.125,37.125,38,37.375,37.75,37.375,37.375,37.5,,,,,,,,
1077,,,18/02/2022 22:55,10,,,37.625,37.5,37.25,37.5,37.375,37.75,37,37.625,38,37.125,37,37,37.375,37.25,37.5,37.125,37.25,37.875,37.75,37.5,37.875,37.375,37.75,,,,,,,,
1078,,,18/02/2022 23:25,10.5,,,37.5,37.375,37.75,37.25,37.625,37.5,37.25,37.875,37.5,37.25,36.625,36.75,37.25,37.5,37.25,37.375,37.25,38,37.5,37.625,37.5,38,37.75,,,,,,,,
1079,,,18/02/2022 23:55,11,,,37.125,37.625,38,38,38.125,37.375,37.625,37.75,37.875,37.375,36.375,37.25,37.625,37.625,37.75,38.125,37.5,38.125,38.5,37.625,37.75,37.875,37.625,,,,,,,,
1080,,,19/02/2022 00:25,11.5,,,37.625,37.625,38,37.375,38.125,37.125,37.625,37.75,38,37.625,37.125,36.875,37.125,37.875,37.5,37.625,38.5,37.875,38.125,37.5,37.125,37,37.375,,,,,,,,
1081,,,19/02/2022 00:55,12,,,37.375,37.25,37.125,37.25,37.875,37.375,37.375,37.625,38.25,37.75,38,37.5,37.5,37.625,37.75,37.75,38,38,37.625,37.375,37,37.375,38,,,,,,,,
1082,,,19/02/2022 01:25,12.5,,,38.75,38,37.5,37.25,38.125,38.625,37.75,37.875,37.875,38.875,37.375,37.25,37.125,38.875,38.875,37.125,37.375,38.25,37.875,38.375,37.25,37.375,37.625,,,,,,,,
1083,,,19/02/2022 01:55,13,,,37.875,37.75,38,38.625,37.625,38.875,37.625,38,38,37.875,37.125,37.625,38.875,38.625,38,37.875,37.75,38.125,37.625,37.75,38,37.875,38.375,,,,,,,,
1084,,,19/02/2022 02:25,13.5,,,37.75,38.875,37.625,38.625,38.375,38,37.75,37.5,37.875,37.75,37.875,39,38.875,38.125,37.375,37.875,38,38.5,38.125,38,37.625,37.625,37.625,,,,,,,,
1085,,,19/02/2022 02:55,14,,,38,37.625,37.875,37.875,37.625,37.375,37.5,37.625,38.25,38.125,37.75,39.125,38,38.125,37.75,37.25,38.125,38.25,38.25,39,37.875,37.875,37.625,,,,,,,,
1086,,,19/02/2022 03:25,14.5,,,38.25,37.5,37.75,36.5,37.125,37.625,37.75,37.75,38.25,38.75,37.875,38.375,37.5,38.5,37.625,37.625,39,38.75,38.875,38.125,38.625,37.75,38.125,,,,,,,,
1087,,,19/02/2022 03:55,15,,,38.25,37.875,37.75,36.25,38,37.75,37.5,38,38,38.25,38.125,38.125,37.375,37.375,38.625,38.125,37.625,38.375,38.375,38.125,37.875,37.625,38,,,,,,,,
1088,,,19/02/2022 04:25,15.5,,,38.375,38.375,37.875,38,37.375,38.375,37.5,37.625,38.25,37.625,37.5,38.25,37.5,37.125,38.25,38,38.5,38.25,38.75,37.875,37.375,37.875,37.75,,,,,,,,
1089,,,19/02/2022 04:55,16,,,38.625,38.125,38.625,37.625,38.375,37.75,37.75,37.875,38.875,38.25,38.125,37.875,37.5,38,38.375,37.75,38.25,38.375,38.625,38.5,38,38,38,,,,,,,,
1090,,,19/02/2022 05:25,16.5,,,38.375,38.25,38.75,37.125,38.375,38.625,38.125,37.875,39,39,38.375,38.25,37.875,37.875,38.25,37.5,37.375,37.875,38.125,38.875,37.625,37.5,38.125,,,,,,,,
1091,,,19/02/2022 05:55,17,,,38.875,39.375,37.875,38.75,37.375,38.25,38,37.875,38.875,38.625,37.875,38.625,38.875,38.875,38.625,39,37.125,38.375,37.375,38.25,38.125,37.375,38.375,,,,,,,,
1092,,,19/02/2022 06:25,17.5,,,38.5,38.75,38.625,37.625,37.75,37.125,37.75,38,37.875,38.625,38.25,38,39.375,39.25,39.375,38.625,37,38.75,37.375,37.5,38.75,38,38.125,,,,,,,,
1093,,,19/02/2022 06:55,18,,,38.5,39.25,38.5,38.5,37.25,37,37.375,38.375,38,38.5,38.25,38.75,38.125,39.375,38.75,37.625,37.625,38.25,38.125,37.875,37.875,38.25,37.75,,,,,,,,
1094,,,19/02/2022 07:25,18.5,,,38.25,38.5,37.25,36.75,38,37.375,37.375,38.125,37.875,38,38.125,37.875,37.625,39.125,38.25,37.25,37,37.75,38.5,38.625,37.75,37.125,37.75,,,,,,,,
1095,,,19/02/2022 07:55,19,,,39,38.5,38.125,38,37.5,37.125,38,38.125,38.5,38,38.375,38.125,38.25,38.625,38.875,37.125,38.25,37.5,38.875,38.75,38,36.875,38.25,,,,,,,,
1096,,,19/02/2022 08:25,19.5,,,38.5,38.75,37.5,36,38.75,38.25,38,38,38.25,38.125,37.625,38.625,38.125,38.5,38.875,38.625,39,37.625,37.875,37.875,37.625,37.625,38.375,,,,,,,,
1097,,,19/02/2022 08:55,20,,,38.375,39.375,37.625,37,39,38.875,37.625,38,37.75,37.625,38.125,38.25,37.25,38.375,38.125,38.625,37.75,37.375,37.875,37.5,38,37.5,38.25,,,,,,,,
1098,,,19/02/2022 09:25,20.5,,,38.375,38.875,38.875,36.25,38.5,38.375,37.625,37.125,38.625,38.625,39,37.875,37.125,39,38.125,37.375,37.375,37.75,37.875,37,37.75,37.25,38,,,,,,,,
1099,,,19/02/2022 09:55,21,,,38.75,38.75,38.625,36.875,37.875,37.75,38.25,38.625,38.75,37.875,38.375,37.75,38.875,38,38.625,36.75,37.125,37.625,38.25,37.5,38,37.625,37.5,,,,,,,,
1100,,,19/02/2022 10:25,21.5,,,38.75,39.25,38.5,37.5,38,37.5,38.375,38.75,38.125,38.125,37.625,38.125,38.375,38.625,38.75,38.125,37.75,37.5,38,37.375,37.625,37.5,38.5,,,,,,,,
1101,,,19/02/2022 10:55,22,,,38.25,38.75,37.75,38.375,37.875,37.75,37.125,38.5,37.375,38.5,37.75,37.75,37.25,38.25,38.25,37.75,38.25,38.5,38,37.375,37.25,37.75,38.375,,,,,,,,
1102,,,19/02/2022 11:25,22.5,,,39.125,38.125,38.25,38.125,38.5,37.625,37.375,37.625,37.125,38,37.5,38.875,37.5,38,37.875,37.375,38,38.125,38.125,38.25,38.5,37.5,38.125,,,,,,,,
1103,,,19/02/2022 11:55,23,,,37.875,39,38.5,38,38.25,38.5,37.75,38.5,37.125,38.5,38.125,37.875,38.25,38.75,38.5,38.25,37.625,38.5,38.625,38,37.375,36.875,38.5,,,,,,,,
1104,,,19/02/2022 12:25,23.5,,,37.625,38.875,38.125,38.5,38.625,38.375,38,38.375,37.5,38.25,37.25,37.875,38.875,37.875,38.25,38.375,37.5,38,38.25,38.75,37.625,37.125,38,,,,,,,,
1105,,,19/02/2022 12:55,0,,,37.75,38.375,38.625,38,37.875,37.75,37,37.5,37.375,37.875,37.625,37.5,37.75,37.75,38.125,37.625,37.125,38.375,37.625,38.25,38.625,36.625,37.75,,,,,,,,
1106,,,19/02/2022 13:25,0.5,,,37.75,38.375,37.5,37.25,37.75,37.625,37.125,37.75,37.25,37.5,36.875,37.5,37.5,37.875,38,37.5,37.375,38.75,37.75,37.625,38.5,36.5,37.875,,,,,,,,
1107,,,19/02/2022 13:55,1,,,37.625,37.75,37.875,37,37.5,37.625,36.875,37.75,37.125,37.25,37,37.5,37.375,37.625,37.75,37.25,37.5,38.75,37.375,37.375,37.75,36.375,37.75,,,,,,,,
1108,,,19/02/2022 14:25,1.5,,,37.5,37.5,37.75,36.875,37.5,37.625,37.125,37.875,37.25,36.75,36.5,37.125,37.125,37.125,37.625,37,37.375,38,37.375,37.625,37,36.375,37.625,,,,,,,,
1109,,,19/02/2022 14:55,2,,,37.25,37.25,37.5,37.125,37.5,37.625,36.875,37.875,37.125,36.875,36.75,37.125,37.25,37,37.625,37,37.5,37.875,37.5,37.375,37.25,36.5,37.75,,,,,,,,
1110,,,19/02/2022 15:25,2.5,,,37.375,37.5,37.5,37.375,37.5,37.25,37,37.75,37.125,37.125,36.75,37,37,36.75,37.375,36.625,37.25,38.25,37,36.875,37.25,36.375,37.875,,,,,,,,
1111,,,19/02/2022 15:55,3,,,37.125,37.625,38,37.625,37.625,37.375,36.875,37.75,37.375,36.625,36.75,37,38.25,36.75,37,37,37.5,38.625,37,37.5,36.875,36.375,37.125,,,,,,,,
1112,,,19/02/2022 16:25,3.5,,,37.25,37.75,37.625,37.625,37.625,37,37.25,37.375,37.25,37.25,37,37.25,38.5,36.5,37.5,37,37.375,37.875,37.375,37.5,37,36.625,37.5,,,,,,,,
1113,,,19/02/2022 16:55,4,,,37,37.5,37.375,37,37.375,37,37,37.625,37.125,37.75,36.625,37.5,37.75,36.625,37.125,36.75,37.5,38,37.875,37.75,37.25,37,37.5,,,,,,,,
1114,,,19/02/2022 17:25,4.5,,,37.125,37.625,38.125,35.625,37.25,37,37.125,37.5,37.25,37.125,37,37.25,37.625,36.5,38,37,37.25,37.75,37.125,37.125,37.625,36.75,37.25,,,,,,,,
1115,,,19/02/2022 17:55,5,,,37.125,37.75,37.875,37.25,37.375,37.25,36.875,37.5,37.125,37,36.625,37,37.5,37.5,37.75,37.125,37.625,37.625,37.25,37.25,36.875,36.625,37.5,,,,,,,,
1116,,,19/02/2022 18:25,5.5,,,36.875,37.875,37.125,37,37.375,37.25,37.5,38.125,37.125,37,36.375,36.75,37.25,37,37.875,37.25,37.5,37.75,37.125,37.375,36.75,37.25,37.375,,,,,,,,
1117,,,19/02/2022 18:55,6,,,37,37.75,37.875,37.625,37.375,37,37.25,38,37.125,37.125,36.25,36.875,37.25,36.625,37.5,37,37.625,37.75,37.5,37,37,36.5,37.25,,,,,,,,
1118,,,19/02/2022 19:25,6.5,,,37.125,37.875,37.875,37.875,37.25,37.125,37,37.75,37.125,37.125,36.625,37,37.625,36.75,37.5,37.125,37.5,37.625,37.625,37.5,37.125,37,37.375,,,,,,,,
1119,,,19/02/2022 19:55,7,,,37.25,37.25,38.625,37.25,37.25,38.75,37.125,37.375,37.375,37.75,36.5,36.625,37.25,36.5,37.125,37,37.375,37.875,37.375,37.5,37,37.25,38,,,,,,,,
1120,,,19/02/2022 20:25,7.5,,,37,37.5,37.625,37.25,37.5,37.875,37.375,37.625,37.375,36.625,36.75,36.875,37.25,36.75,37.375,37,37.5,37.625,37.125,38.125,37.875,37.5,37.125,,,,,,,,
1121,,,19/02/2022 20:55,8,,,37,37.75,37.5,37.5,37.75,37.25,37.25,37.375,37.5,37.125,36.75,36.5,37.625,36.875,37.625,37,37.75,37.5,37.375,37.625,37.625,37.75,37.125,,,,,,,,
1122,,,19/02/2022 21:25,8.5,,,37.25,37.75,37.125,36.875,37.5,37.75,37.25,37.5,37.5,36.875,36.75,37,37.5,37.375,37.25,38,37.625,37.625,37.75,37.5,36.75,36.625,37.375,,,,,,,,
1123,,,19/02/2022 21:55,9,,,38,39.25,38.625,38.375,38.25,37.875,37.25,37.75,37.5,37,36.625,36.875,37.5,37.375,37.625,37.25,37.625,37.625,37.375,37.75,37.375,38.25,37.125,,,,,,,,
1124,,,19/02/2022 22:25,9.5,,,38,38.75,38.375,38.5,38,37.75,37.875,38,37.625,37.5,37.25,36.875,37.625,37.375,37.5,37.375,37.75,37.75,37.25,37.625,37,37.75,37.625,,,,,,,,
1125,,,19/02/2022 22:55,10,,,37.75,37.625,37.5,37,37.875,37.375,37.5,37.625,37.5,37.375,37.125,37,37.5,36.875,37.5,37,37.75,37.875,37.75,37.625,37,37.5,37.25,,,,,,,,
1126,,,19/02/2022 23:25,10.5,,,37.625,37.75,37.625,37.375,37.5,36.875,37.125,37.25,37.625,38.125,36.875,39,37.75,37.875,37.625,37.5,37.75,37.875,37.875,37.625,37.125,37.625,37.5,,,,,,,,
1127,,,19/02/2022 23:55,11,,,37.75,37.875,36.5,36,37.25,36.75,37,37.625,37.75,37.5,37.125,38,38.5,37.875,37.625,37.875,37.75,37.75,37.625,37.625,37.375,37.5,37.125,,,,,,,,
