Muestreo,Fecha,Hora,Fecha,ZT,Notas,Promedio,CTL1,CTL2,CTL3,CTL4,CTL5,CTL6,CTL7,CTL8,APS1,APS2,APS3,APS4,APS5,APS6,APS7,APS8,RPS2,RPS3,RPS4,RPS5,RPS6,RPS7,RPS8,,,,,,,,
121,,,30/01/2022 00:55,12,,,38.125,37.875,37.75,37.5,37.5,37.75,37.25,37.5,38.125,37.25,36.625,37.375,37.125,38,37.5,36.75,37.75,38.25,38.125,37.25,37.75,37.5,37.25,,,,,,,,
122,,,30/01/2022 01:25,12.5,,,37.875,38,37.625,38.125,38.25,37.75,37.75,37.875,37.5,38.375,36.875,37.125,37.75,38.125,37.875,37.375,38.375,38.125,37.75,37.375,37.625,37,37.5,,,,,,,,
123,,,30/01/2022 01:55,13,,,38.125,38.25,38.125,38.625,38.375,37.75,38.125,37.875,38.25,38.5,36.75,37.25,37.125,37.75,38.25,37.5,37.875,37.75,38,37.375,37.625,37.5,37.875,,,,,,,,
124,,,30/01/2022 02:25,13.5,,,38,38,38,38,38.625,37.625,38.25,37.75,37.875,38.5,37.75,37.75,37.625,37.75,37.75,37.125,37.75,38.125,37.75,38.125,37.75,37.875,38,,,,,,,,
125,,,30/01/2022 02:55,14,,,38.5,38.125,37.625,37.75,38.375,38,37.75,37.625,38,38.5,37.375,37.5,38.375,37.875,37.875,37.75,37.875,38.625,37.875,38,38.125,37.5,38.125,,,,,,,,
126,,,30/01/2022 03:25,14.5,,,38.125,38.25,37.375,38.25,38.125,37.625,38,37.875,37.625,38,37.25,37.5,37.875,39,38.25,37.75,38,38.375,38,38.125,37.875,37.625,38.125,,,,,,,,
127,,,30/01/2022 03:55,15,,,38.375,38.125,37.875,38.125,37.875,37.625,38,38,38,38.125,37.5,38,37.875,39.125,37.75,37.25,37.75,38.375,38.125,38.75,38.375,37.875,38.75,,,,,,,,
128,,,30/01/2022 04:25,15.5,,,38.375,38.75,38.125,38.375,38.375,38,37.75,38,38,38.75,37.75,38.25,38,38.375,38.125,37.75,38,38.875,37.5,38.5,37.75,37.75,38.125,,,,,,,,
129,,,30/01/2022 04:55,16,,,38.375,38.5,38.125,38,37.75,38.5,37.875,38.5,37.75,38.5,37.125,37.5,38,37.5,38.625,37.75,38.5,38.75,37.375,37.875,37.75,37.5,38.625,,,,,,,,
130,,,30/01/2022 05:25,16.5,,,38.25,39,37.5,38,38,37.875,38,38.25,38.125,37.75,37.25,37.75,37.625,37.625,38.125,37.875,38.25,38.375,37.5,37.875,37.625,37.25,37.875,,,,,,,,
131,,,30/01/2022 05:55,17,,,38.375,38.5,37.625,38.625,38.25,38,38,38,37.625,37.75,37.25,37.625,38.125,37.5,37.875,39,37.75,38.5,37.5,37.875,37.25,37.125,38,,,,,,,,
132,,,30/01/2022 06:25,17.5,,,38.5,38.625,38.625,37.875,38.25,37.625,37.875,38,37.625,37.5,37.75,37.5,37.625,38.75,38,37.75,37.5,38.125,37.375,37.5,38.25,37.75,37.875,,,,,,,,
133,,,30/01/2022 06:55,18,,,38.125,38.25,36.875,37.75,37.875,37.5,38.5,38.125,38.375,38.125,37.125,37.25,37.625,39,38.375,37.5,37.5,38.25,37.375,37.625,37.625,38.125,37.5,,,,,,,,
134,,,30/01/2022 07:25,18.5,,,38,38.25,37.625,38,37.75,37.75,38.25,38.125,38.25,38.375,37.375,37.5,38,38.75,38.125,37.75,37.375,38.875,37.75,37.5,37.5,37.5,37.75,,,,,,,,
135,,,30/01/2022 07:55,19,,,37.875,38.25,37.125,38.125,37.625,37.625,37.375,37.875,38.625,38.375,36.875,37.875,37.625,38.5,38.5,38.125,37.625,38.625,38.5,37.875,37,37.375,37.875,,,,,,,,
136,,,30/01/2022 08:25,19.5,,,38.25,38.25,37.875,38.125,38,37.875,37.125,38.125,38.375,37.875,37.375,37.5,37.625,37.875,38.5,38.125,38.5,38.5,37.875,37.125,37.125,37,37.75,,,,,,,,
137,,,30/01/2022 08:55,20,,,38.25,38.25,38,37.875,37.875,38,36.875,38.375,37.875,38.625,37.75,37.75,37.75,37.625,39.25,37.625,38.25,38.125,37.75,37.375,37.375,37.125,38,,,,,,,,
138,,,30/01/2022 09:25,20.5,,,39,38,38,38,37.75,37.875,37.125,38.375,38.625,38.125,37.125,38,38.375,37.75,38.375,37.875,37.875,38.375,37.875,37.5,37.25,37.625,38,,,,,,,,
139,,,30/01/2022 09:55,21,,,38,38.25,37.25,38.375,37.625,37.25,38,38,38.125,38.5,37.125,37.875,38.125,39,38.125,37.75,37.875,38.875,37.75,37,37.375,37.625,38.125,,,,,,,,
140,,,30/01/2022 10:25,21.5,,,38.375,38.25,38.25,38,38.125,37.375,37.5,37.75,38.25,38,37.25,38.375,37.875,39,38,37.625,37.5,38.875,38.375,37.125,37.5,37.5,38.25,,,,,,,,
141,,,30/01/2022 10:55,22,,,38.25,38.5,38.375,38,38.25,37.375,37,38.25,38.375,37.75,37.25,38,37.25,38.5,38,38,37.5,38.125,37.625,37.375,37.75,38,38.25,,,,,,,,
142,,,30/01/2022 11:25,22.5,,,37.875,39,38.125,38.25,37.5,37.75,37.375,38.375,38.625,37.875,37.125,37.75,37.375,37.875,38.625,38,37.5,38.375,38.125,38.75,37.5,37.625,37.75,,,,,,,,
143,,,30/01/2022 11:55,23,,,37.875,38.625,37.125,38.375,37.25,37.125,37.75,38.25,37.75,37.5,36.75,37.625,38,37.75,38.25,36.875,37.375,38.75,38.375,38,37.375,37.25,38.25,,,,,,,,
144,,,30/01/2022 12:25,23.5,,,37.75,38.5,38.125,37.75,37.625,37.375,37.875,38.25,37.625,36.75,37.125,38.875,37.375,37.875,38.375,37.875,38.25,39.25,37.625,37.75,37.875,37.375,37.75,,,,,,,,
145,,,30/01/2022 12:55,0,,,38.25,38,37.375,37.875,37.125,37.25,37.25,38.125,37.5,36.875,37.25,37.875,37.25,38,37.75,37.875,37.625,38.375,37.625,37.75,37.375,37.5,37.75,,,,,,,,
146,,,30/01/2022 13:25,0.5,,,38,37.75,37.125,37.25,37.25,37.25,37.375,37.875,37.625,36.875,36.75,37.375,37.25,37.25,37.75,38.25,37.375,38.375,37.75,37.5,37.625,37.25,37.625,,,,,,,,
147,,,30/01/2022 13:55,1,,,38.125,37.5,37,37.25,37.25,37,37.375,37.625,37.375,36.625,36.25,37.25,37,37.625,37.875,37.5,37.375,38.25,37.5,37.75,37.625,37.125,37.5,,,,,,,,
148,,,30/01/2022 14:25,1.5,,,37.875,37.125,37.25,37.125,37.375,36.875,37.375,37.375,37.5,37,36.375,37.125,37.375,37.625,38.125,37.25,37.125,38.125,37.5,37.625,37.375,37.125,37.75,,,,,,,,
149,,,30/01/2022 14:55,2,,,37.75,37,37.125,37.25,37.25,36.75,37.25,37.375,37.5,37.25,36.5,36.875,37.25,37.625,37.625,37.5,37.375,37.75,37.75,38.125,37.375,37,37.625,,,,,,,,
150,,,30/01/2022 15:25,2.5,,,37.75,38.75,37.5,37.5,37.25,37.125,37.25,38.125,38,37.75,37.375,37.375,37.875,37.125,38.75,37.375,37.375,38.25,37.625,37.5,37.125,36.625,37.625,,,,,,,,
151,,,30/01/2022 15:55,3,,,37.75,37.875,37.625,37.625,37,37.25,37.125,37.375,38.125,37.625,37.625,37,37.375,37.625,37.875,37.375,37.25,38.25,37.75,37.375,37,36.625,37.375,,,,,,,,
152,,,30/01/2022 16:25,3.5,,,37.75,37.5,37,37,37,37.25,37.375,37.5,37.625,37.25,37.375,37.5,37.25,38.25,38.125,37.375,37.25,38,37.75,37.25,37.5,37,37.25,,,,,,,,
153,,,30/01/2022 16:55,4,,,37.75,37.5,37.375,37.375,37.25,37.375,37,37.5,37.75,37.375,36.875,37.375,36.625,37.75,38.125,37.5,37.25,38,37.625,37.5,37.5,37.25,37,,,,,,,,
154,,,30/01/2022 17:25,4.5,,,37.75,37.375,37.5,38,37,37.375,37.125,37.25,37.875,37.25,36.75,37.125,37.125,37.5,37.125,37.5,37.125,38.375,38,37.375,37.375,37.375,37.625,,,,,,,,
155,,,30/01/2022 17:55,5,,,37.375,37.125,37.375,37.625,37.25,37.25,37,37.125,37.625,36.875,36.875,38.25,37,37.375,37.375,37.5,37.625,38,37.625,37.375,37.875,37.25,37.25,,,,,,,,
156,,,30/01/2022 18:25,5.5,,,37.5,37.625,37.25,37.625,37.25,37.375,36.625,37.375,37.75,37.125,36.75,37.5,37.375,37.625,37.5,37.125,37.375,38,37.375,37.375,37.625,37.125,37.25,,,,,,,,
157,,,30/01/2022 18:55,6,,,37.75,37.625,37.5,37.375,37.125,37.25,36.625,37.125,37.625,37.625,37.125,37.25,37.375,37.25,37.375,37.75,37.25,38,37.375,37.75,37.5,37,37.625,,,,,,,,
158,,,30/01/2022 19:25,6.5,,,37.375,37.375,37.5,37.375,37.125,37.875,37,37.625,37.625,37.25,36.5,37.125,37.25,37.75,38.125,37.75,37.5,38,37.5,37.625,37.875,36.875,37.625,,,,,,,,
159,,,30/01/2022 19:55,7,,,37.875,38,37.375,37.25,37.25,37.875,37.25,37.5,37.5,37.5,36.375,37.25,36.625,37.25,37.625,37.5,37.125,37.75,37.375,37.625,37.625,37.5,37.75,,,,,,,,
160,,,30/01/2022 20:25,7.5,,,37.5,37.75,37.625,37.125,37.125,37.625,37.375,37.5,37.875,37.25,36.75,37.5,36.75,37.375,37.375,37.5,37.25,37.75,37.375,37.625,37.625,37.25,38,,,,,,,,
161,,,30/01/2022 20:55,8,,,37.375,37.375,37.875,36.875,36.25,37,36.875,37.375,37.875,37.375,37,37.125,37,38.375,37.5,37.375,37,37.625,37.5,37.875,37.875,37.125,37.75,,,,,,,,
162,,,30/01/2022 21:25,8.5,,,37.625,37.625,38,37.625,37.75,37.5,37.25,37.375,37.625,36.625,36.625,37.125,37.25,37.5,37.25,37.5,36.875,37.875,38.125,37.875,37.375,37.25,37.625,,,,,,,,
163,,,30/01/2022 21:55,9,,,37.875,37.875,37.625,37.375,36.875,37.375,37.375,37.5,37.625,36.875,36.25,36.875,36.625,37.375,37.75,37.5,36.5,37.625,37.5,37.125,37.375,37.5,37.75,,,,,,,,
164,,,30/01/2022 22:25,9.5,,,38.25,37.875,37.75,37.125,37.25,37.875,37.5,37.5,37.875,37.875,36.5,37.25,37,37.625,37.625,37.5,36.875,37.625,37.75,37.25,37.375,37.25,37.75,,,,,,,,
165,,,30/01/2022 22:55,10,,,38.125,37.75,37.5,37.375,37,37.625,37.25,37.75,37.75,38,36.125,37.75,38.375,38.125,37.75,37.625,36.875,37.625,37.625,37.75,37.375,37.25,37.375,,,,,,,,
166,,,30/01/2022 23:25,10.5,,,38.25,37.75,37.5,37.75,37.25,37.625,37.375,37.75,37.75,37.5,36.5,37.25,37.5,37.75,38.5,37.5,36.875,37.75,37.125,37.375,37.125,36.75,37.375,,,,,,,,
167,,,30/01/2022 23:55,11,,,38,37.625,37.625,37.875,37.5,37.625,36.875,37.5,38.125,37.5,36.625,37.5,36.875,38.25,37.875,38.625,37.5,38.25,37.625,38,37.25,37,37.875,,,,,,,,
168,,,31/01/2022 00:25,11.5,,,38.125,37.625,37.875,37.5,37.25,37.75,37.5,37.5,37.75,37.75,36.5,37.5,36.875,37.625,38.125,37.5,37.5,38.25,37.375,37.875,37,37.125,37.5,,,,,,,,
169,,,31/01/2022 00:55,12,,,38.125,38.125,37.375,38.375,37.25,38.625,37.5,38,38,38.375,37,37,36.5,37.5,38,37.625,37.25,38,37.875,37,37.375,37.375,37.625,,,,,,,,
170,,,31/01/2022 01:25,12.5,,,38.75,37.875,38,38.125,37.875,38.125,37.75,37.875,37.5,37.5,36.875,37.5,37.75,38.5,38.125,38.125,37.375,37.75,37.625,37.375,37.625,37.75,38,,,,,,,,
171,,,31/01/2022 01:55,13,,,38.25,37.875,38.25,37.25,37.75,37.875,37.375,37.75,37.75,37.5,37.5,37.75,36.75,37.75,37.875,37.5,37.25,39,37.75,37.75,37.625,37.375,37.75,,,,,,,,
172,,,31/01/2022 02:25,13.5,,,38.125,38.5,37.5,38.125,38,37.625,37.25,38.125,38.125,38.125,37.5,37.75,36.5,37.75,37.75,37.125,37.125,38.875,37.75,37.75,37.375,37.375,38.125,,,,,,,,
173,,,31/01/2022 02:55,14,,,38.375,38.25,38.5,38.125,38.375,37.875,37.5,38,38.125,38.125,37.5,37.625,37.25,38,37.625,37.375,37.25,38.375,37.625,37.875,37.375,37.625,38,,,,,,,,
174,,,31/01/2022 03:25,14.5,,,38.125,38.125,37.875,38.125,37.875,37.875,37.5,38,38.125,38.25,37.125,37.5,37.375,38.75,37.75,36.875,37.5,38.5,38.125,38.375,37.625,37.125,38.25,,,,,,,,
175,,,31/01/2022 03:55,15,,,38.375,38.625,37.875,37.875,38,38.875,37.5,38.125,37.75,37.125,37.25,38.25,38.25,38.25,37.875,37.875,38.25,38.375,38.125,38.625,37.625,37.625,38.375,,,,,,,,
176,,,31/01/2022 04:25,15.5,,,38.375,37.875,38,38.125,39,38.375,38.25,38.125,38.5,37.625,37.75,37.625,38.5,37.25,38.125,38.375,38,38.5,38.125,37.875,37.875,37.375,38.25,,,,,,,,
177,,,31/01/2022 04:55,16,,,38.25,38.25,37.875,38.375,38.125,38.125,38.375,38.375,38.75,37.625,37.125,38.375,37.875,37.875,38.25,37.75,37.75,39,38,37,38.5,37,38.25,,,,,,,,
178,,,31/01/2022 05:25,16.5,,,38.75,38.375,38.25,38.375,38.625,38.75,38.125,38.125,38,37.5,37.75,38.25,38.125,37.875,38.75,38.375,37.5,38.5,38,38.625,37.875,37.5,38,,,,,,,,
179,,,31/01/2022 05:55,17,,,38.625,38.625,38.125,38.875,38.25,38.375,38.125,38.25,38.125,37,37.5,37.625,38.5,39,38.5,37.75,37.75,38.625,37.75,38.125,37.375,37.125,38.125,,,,,,,,
180,,,31/01/2022 06:25,17.5,,,38.375,38.25,37.75,38.375,37.875,37.625,38.5,38.375,37.625,37,37.5,37.5,38.375,38.75,38,38,37.75,38.25,38.875,37.875,37.75,36.875,38.375,,,,,,,,
181,,,31/01/2022 06:55,18,,,38.125,38.25,38.125,37.75,38.5,38.625,38.25,38.125,37.5,37.625,37.25,37.625,38,38.75,38.125,38.375,37.625,38.375,38.375,38,37.625,36.875,37.875,,,,,,,,
182,,,31/01/2022 07:25,18.5,,,38.125,38.5,38.125,38.625,38.25,38.25,38,38.5,38.125,38,37.375,37.625,37.375,38.375,38.125,38.25,37.75,38.5,38,37.75,37.75,37.5,37.375,,,,,,,,
183,,,31/01/2022 07:55,19,,,38.125,38.625,38,37.875,38.375,38.125,38.125,38.125,38,38.125,37.5,37.5,37.75,38.125,38.5,37.375,37.375,38.875,37.5,38.125,38,37.25,37.5,,,,,,,,
184,,,31/01/2022 08:25,19.5,,,38.625,38.375,38.625,37.5,38.75,37.875,37.875,38.25,38.375,38.125,37.25,37.375,37.625,37.875,38.375,37.375,37.25,38.5,37.75,37.75,37.75,37.125,37.75,,,,,,,,
185,,,31/01/2022 08:55,20,,,39.125,38.25,38.25,38,38.625,37.875,39,38.25,38.75,37.625,38.125,37.375,38.375,37.75,37.875,37.75,37.25,38.25,37.625,38.875,38,37.625,38,,,,,,,,
186,,,31/01/2022 09:25,20.5,,,38.25,38.375,38.625,38.25,38.625,37.75,38.25,37.875,38.5,37.875,37.625,37.625,37.625,37.75,37.875,37.625,36.875,38.375,37.25,38,37.625,37.75,37.75,,,,,,,,
187,,,31/01/2022 09:55,21,,,38.25,39.25,38.5,38.375,37.75,37.75,37.625,38.625,38,38,37,37.5,37.375,37.5,37.875,37.875,37.125,39.25,37.375,37.875,37.75,38,37.875,,,,,,,,
188,,,31/01/2022 10:25,21.5,,,38.875,39.25,38.125,37.875,37.625,37.875,37.625,38.875,38.375,37.75,37.25,38,37.625,38.125,37.625,38.25,37.5,38.5,38.625,37.375,37.375,37.875,38.625,,,,,,,,
189,,,31/01/2022 10:55,22,,,38.375,38.25,38,38,38,37.625,37.75,38.125,38.125,37.875,37.375,37.625,37.875,38.875,37.75,37.125,37.375,38.625,38.875,37.25,37.25,37.625,38,,,,,,,,
190,,,31/01/2022 11:25,22.5,,,38.375,38.25,38.25,38.875,38.625,38.375,38,38,37.75,37.5,37,37.25,38.125,38.75,38.375,37.625,37.75,38.375,37.75,37.75,37.625,37.25,38.125,,,,,,,,
191,,,31/01/2022 11:55,23,,,38.5,39.125,38.625,37.75,38.125,38.125,38.375,38.125,38.125,37.625,37.375,37.625,38.125,37.875,38.125,38.25,37.625,38.5,38.875,38.125,38.25,37.25,38,,,,,,,,
192,,,31/01/2022 12:25,23.5,,,38.25,38.5,38.125,38.25,38.25,37.75,37.75,37.875,38.375,37.75,36.625,37.125,37.5,37.5,37.75,38.25,37.125,39,38,38.25,37.875,37.625,38.25,,,,,,,,
193,,,31/01/2022 12:55,0,,,37.875,38.625,37.75,37.75,37.5,37.25,37.25,37.75,38,37.375,36.625,37.375,37.125,37.75,37.375,37.875,36.625,38.625,38.375,38,37.875,37,37.875,,,,,,,,
194,,,31/01/2022 13:25,0.5,,,37.625,37.875,37.75,37.625,37.625,37.625,37.125,37.75,37.625,36.875,35.875,37,36.75,37.75,37.5,37.375,36.625,38.5,37.375,38.875,37.75,36.75,37.5,,,,,,,,
195,,,31/01/2022 13:55,1,,,37.375,37.375,37.75,37.5,37.375,37.5,37.375,37.5,37.875,37.25,36.625,37,36.875,37.375,37.375,36.625,36.75,38.25,37.625,37.625,38.125,37.125,37.625,,,,,,,,
196,,,31/01/2022 14:25,1.5,,,37.375,37.375,37.875,37.375,37.5,37.5,36.875,37.5,37.5,36.875,36.875,36.75,36.875,37.625,37.375,36.5,36.875,38.125,37.75,37.625,37.875,37,37.625,,,,,,,,
197,,,31/01/2022 14:55,2,,,37.625,37.5,37.625,37.375,37.625,37.5,36.875,37.5,37.25,37.125,37.625,37.125,37,37.625,37.5,37.125,37,38.25,37.375,37.75,37.625,36.5,37.625,,,,,,,,
198,,,31/01/2022 15:25,2.5,,,37.75,37.875,38.125,37,37.625,37.5,37.25,37.875,37.625,36.875,38.25,37,37.125,37.625,37.125,37.25,37,38.125,37.5,37.125,37.875,37,37.75,,,,,,,,
199,,,31/01/2022 15:55,3,,,37.5,37.75,37.625,37.75,37.5,37.375,36.875,37.75,37.25,37,37.125,37.25,36.75,36.875,36.875,37.375,36.375,38.25,38.125,37.375,37.625,37.125,38,,,,,,,,
200,,,31/01/2022 16:25,3.5,,,37.5,37.375,37.25,37.875,37.625,37.25,36.875,37.625,37.75,37.25,37,37.125,37.5,37.5,37.875,36.375,36.875,38.375,37.875,38.5,37.75,37.375,37.875,,,,,,,,
201,,,31/01/2022 16:55,4,,,37.5,38.375,37.875,37.5,37.5,37.25,37.125,37.875,37.75,37.375,36.875,37.125,37.25,37.5,37.625,37.125,36.75,38.375,37.75,37.875,38,37.5,37.5,,,,,,,,
202,,,31/01/2022 17:25,4.5,,,37.75,38,37.625,37.875,37.5,37.375,37,37.75,37.75,37.375,37.875,37,37.25,37.5,37.625,36.75,36.75,38.25,38.125,37.375,37.75,37.125,38,,,,,,,,
203,,,31/01/2022 17:55,5,,,37.75,37.875,37.625,37.375,37.25,38.25,36.875,37.625,37.75,36.875,36.875,37,37.375,36.75,37.375,37.125,36.875,38.125,37.875,37.5,37.625,37.25,37.375,,,,,,,,
204,,,31/01/2022 18:25,5.5,,,37.625,37.625,37.25,37.5,37.5,38,37.25,37.75,37.625,37,36.5,37.625,37.125,37.375,37.25,37.125,37.25,38,37.375,37.25,37.875,37.25,37.75,,,,,,,,
205,,,31/01/2022 18:55,6,,,37.75,37.375,37.75,37.625,37.5,37.875,37.125,37.75,37.875,37.125,36.75,37.75,37.125,37.25,37.625,36,37.375,38,37.625,37.375,37.5,37.625,37.625,,,,,,,,
206,,,31/01/2022 19:25,6.5,,,37.625,37.5,37.625,37.25,37.375,37.25,37.25,37,37.875,37.125,37.125,37.125,37.25,37.25,37.125,36.125,37,38,37.5,37.75,37.875,37.375,37.5,,,,,,,,
207,,,31/01/2022 19:55,7,,,37.375,37.625,37.625,37.375,37.625,37.625,37,37.25,37.75,36.875,36.625,37.125,37,37,37.25,37.125,37.25,38,37.625,37.25,37.75,37.5,37.875,,,,,,,,
208,,,31/01/2022 20:25,7.5,,,37.5,37.625,37.375,37.125,36.875,37,37,37.125,37.625,37.25,36.625,37.25,37,37.125,37.25,36.5,37.25,37.875,37.375,37,37.375,37,37.625,,,,,,,,
209,,,31/01/2022 20:55,8,,,37.25,37.625,37.25,37.375,37.625,37,37.25,37.25,37.75,36.875,36.625,37.375,37.5,38.125,37.875,37.25,37.125,38,37.625,37.5,38,37.5,37.75,,,,,,,,
210,,,31/01/2022 21:25,8.5,,,37.25,38.375,37.25,37.375,37.5,37.5,37.375,37.375,38,37.375,36.875,37.25,37.75,37.375,37.625,36.875,37,38,37.375,37.375,37.625,37.375,37.375,,,,,,,,
211,,,31/01/2022 21:55,9,,,37.5,38.625,37.5,37.125,37.375,37.5,37.5,37.625,37.375,37.375,36.75,37.25,37.25,38,37.75,37.25,37.5,38,37.125,37.5,37.875,37.25,37.625,,,,,,,,
212,,,31/01/2022 22:25,9.5,,,37.625,38,37.5,37.5,37.625,37.5,37.375,37.875,36.625,37.375,36.625,37.375,37.125,37.625,37.375,38.375,37.25,38.125,36.875,37.875,37.5,37.25,37.5,,,,,,,,
213,,,31/01/2022 22:55,10,,,38,38,37.25,37.625,37.125,37.75,37,36.875,37.875,37,36.875,37.75,37.5,37.75,36.625,37.625,37,38,37.25,38.125,37.625,37.125,37.375,,,,,,,,
214,,,31/01/2022 23:25,10.5,,,38,38,37.125,38.25,37.625,37.25,37.5,37.5,37.875,37.5,37.25,37.25,37.5,37.75,37.5,37.625,37.125,37.625,37.375,37.375,38,36.75,37.75,,,,,,,,
215,,,31/01/2022 23:55,11,,,38,37.75,37.625,37.375,37.75,38,37.75,37.5,37.375,37.25,36.625,37.125,37,37.625,37.5,37.25,36.875,38,37.375,37.375,38,36.625,37.625,,,,,,,,
216,,,01/02/2022 00:25,11.5,,,38,38,37.5,37.625,37.625,38.25,37.25,37.75,37.5,37.375,37.25,38.125,37.5,37.875,37.375,37.375,37.125,37.75,37.625,37.125,38,37.5,37.25,,,,,,,,
217,,,01/02/2022 00:55,12,,,38,38.125,37.25,37.25,37.5,38.125,37.625,37.875,38.25,38.25,37.5,37.875,37.125,37.625,37.75,36.625,37.375,38,38.125,37.375,37.625,37.375,38,,,,,,,,
218,,,01/02/2022 01:25,12.5,,,38.125,38.125,37.75,37.875,37.875,37.75,37.375,37.75,38.25,38.125,37.375,37.625,37.625,38.75,37.875,37.875,38.375,39.25,37.75,37.5,37.625,37.25,37.625,,,,,,,,
219,,,01/02/2022 01:55,13,,,38.125,37.75,38.125,38.5,37.625,37.625,37.625,37.875,37.5,37.375,37,37.75,37.25,38.75,38,37,38,38.75,38,37.5,37.5,37.25,37.5,,,,,,,,
220,,,01/02/2022 02:25,13.5,,,37.875,38.5,38.625,38,37.75,37.625,37.625,37.75,37.5,38,37.75,38.25,37.25,38,38.625,37,37.5,38.5,37.875,38,37.75,36.875,37.875,,,,,,,,
221,,,01/02/2022 02:55,14,,,38.625,38,37.5,37.625,38.125,37.875,37.625,37.875,38,38.75,38.125,38.125,37.875,38.125,38.25,36.875,37.125,38.625,37.5,37.375,37.625,37.5,37.875,,,,,,,,
222,,,01/02/2022 03:25,14.5,,,38.25,38.25,37.75,37.75,38,37.5,38.375,38,38,38.375,37.875,38.625,38,38.125,38.5,37.25,37.75,38.625,38,37.75,37.125,36.875,38.125,,,,,,,,
223,,,01/02/2022 03:55,15,,,38.125,38.25,37.75,38.5,37.75,37.625,38.25,38.125,38.125,37.875,37.875,38,37.75,38.75,38.625,38.375,37.5,39.25,38.125,38,37.25,37.375,38.5,,,,,,,,
224,,,01/02/2022 04:25,15.5,,,38.375,38.25,38,37.625,38,37.75,38.125,38,38.5,38.125,37.625,38.375,38,38.125,39.125,37.375,38.5,39,37.75,38.875,37.75,37.75,38.5,,,,,,,,
225,,,01/02/2022 04:55,16,,,39.125,38.5,38.125,38.125,38.125,37.625,38.25,38,38.5,38.25,37.875,37.875,37.125,39,38.625,37.25,38.625,38.75,37.75,37.75,37.375,37.5,38.5,,,,,,,,
226,,,01/02/2022 05:25,16.5,,,38.625,39,38.5,37.75,37.875,38,38.25,38,38.125,37.625,38.125,38.375,37.25,39.125,38.25,38.5,38,38.625,38.75,37.625,37.5,37,38.375,,,,,,,,
227,,,01/02/2022 05:55,17,,,39.125,38.375,38.875,38.75,37.625,37.875,38.125,38.375,38.5,37.75,37.75,37.625,37.75,38.375,37.875,37.875,37.5,38.75,37.875,37.75,37.25,37.375,38.25,,,,,,,,
228,,,01/02/2022 06:25,17.5,,,38.625,38.625,38.125,38.25,38.625,36.875,38.375,38.375,38.125,37.375,37.75,37.875,38,38.5,37.625,37.75,37.25,39.125,38,37.375,37.5,37.375,38.75,,,,,,,,
229,,,01/02/2022 06:55,18,,,38.375,38.375,37.625,37.625,38.25,36.75,38.5,38.125,37.875,37.75,37.75,38,38.625,37.875,38.125,37.25,37.375,38.75,37.875,38.75,36.75,36.75,38.25,,,,,,,,
230,,,01/02/2022 07:25,18.5,,,38.5,38.5,38,38.5,38,37.375,38,38.25,38,38,38.25,37.375,37.875,37.5,38.125,37.625,38.375,38.75,37.875,37.75,37,37,38,,,,,,,,
231,,,01/02/2022 07:55,19,,,38.375,38.25,37.75,38.5,37.625,37.375,38.25,38.125,38.375,38.25,38,37.5,37.375,37.625,37.875,38.125,37.75,38.375,37.5,37.5,37,37.125,38,,,,,,,,
232,,,01/02/2022 08:25,19.5,,,38.5,39,37.875,38.125,37.25,38,38.875,38.25,38.5,38.25,37.375,37.75,37.5,37.625,38.875,37.25,37.125,38.625,37.625,37.375,36.875,36.875,38.125,,,,,,,,
233,,,01/02/2022 08:55,20,,,39.125,38.125,38.125,38,37.625,38,38.375,38.125,38.625,38.375,37.25,38.25,37.25,37.875,38.5,37.875,36.5,38.5,38,37,37,37.625,37.75,,,,,,,,
234,,,01/02/2022 09:25,20.5,,,38.5,38.375,38.375,37.875,37.875,38,37.625,38.125,38.5,38.75,37,38.375,37.25,37.75,38.75,38.25,36.375,39.25,38.75,37.75,37.625,37.125,37.875,,,,,,,,
235,,,01/02/2022 09:55,21,,,38.25,38.75,38.5,38,37.875,37.5,37.5,38.5,38.5,38.25,37.25,37.625,37.875,38.875,38.5,38.75,37,38.75,39.25,38.875,37.5,37.875,38.625,,,,,,,,
236,,,01/02/2022 10:25,21.5,,,38.875,39,37.875,38.75,37.5,37.375,38,38,38.5,38,38.125,37.625,37.75,38.75,38.25,38.375,36.75,38.5,37.875,37.875,37.125,37.5,38.375,,,,,,,,
237,,,01/02/2022 10:55,22,,,38.375,38.375,38.375,38,38,37.25,38.25,38.5,38.5,38.625,36.875,37.5,37.5,38,38.75,38.625,37.625,38.625,38,37.625,37.25,37.25,37.875,,,,,,,,
238,,,01/02/2022 11:25,22.5,,,38.5,38.5,38.125,37.75,38.125,37.625,38,38.5,38.125,38.5,36.625,38.125,37.375,37.75,38.625,38,37.375,38.5,38.125,37.75,37.375,37,38.375,,,,,,,,
239,,,01/02/2022 11:55,23,,,38.5,39.25,38.875,37.75,38.25,37.25,38,38.125,37.625,37.375,37.375,37.625,37.5,37.75,37.875,38.5,37.25,39.125,37.875,38,37.625,37,38.375,,,,,,,,
240,,,01/02/2022 12:25,23.5,,,37.625,38.5,38.5,38.5,37.5,38.125,37.875,38.25,37.375,37.625,36.875,37.125,37.625,38.75,38.125,38.625,37,39,38,38.125,37.625,37.125,38.375,,,,,,,,
